,event,gender,age,industry,profession,traffic,coach,head_gender,greywage,way,extraversion,independ,selfcontrol,anxiety,novator,years_tenure
231,1,f,26.0,State,manage,referal,no,f,white,foot,4.6,5.5,8.0,4.8,5.2,6.680355920833333
232,1,f,24.0,Banks,HR,rabrecNErab,no,f,white,foot,7.8,6.2,4.9,1.7,3.7,0.9911019849999999
233,1,f,25.0,Retail,HR,empjs,no,m,white,bus,7.8,6.9,3.3,3.3,5.2,6.655715263333334
234,1,f,33.0,Banks,HR,rabrecNErab,no,f,white,car,5.4,6.2,7.2,2.5,5.2,0.18343600275000002
235,0,f,32.0,Pharma,Sales,rabrecNErab,no,f,white,bus,5.4,7.6,8.7,2.5,2.9,1.4017796033333332
236,0,f,44.0,Banks,HR,KA,no,f,white,car,4.6,4.8,8.7,4.8,6.0,0.5037645448333333
237,1,f,24.0,Consult,Consult,youjs,no,f,grey,bus,6.2,4.8,8.0,4.0,2.9,0.14510609175
238,1,f,23.0,manufacture,HR,youjs,my head,f,white,bus,6.2,3.4,6.4,4.8,3.7,2.0150581791666666
239,0,f,25.0,manufacture,HR,youjs,no,f,white,bus,6.2,3.4,6.4,4.8,3.7,3.1676933608333333
240,1,f,34.0,etc,HR,empjs,no,m,white,car,8.6,5.5,1.0,6.3,9.8,0.47912388775
241,1,m,30.0,Retail,Sales,rabrecNErab,no,m,grey,car,5.4,4.1,4.9,6.3,6.0,1.0020533883333334
242,1,f,29.0,State,Teaching,advert,no,f,white,foot,9.4,5.5,3.3,3.3,5.2,0.6926762491666666
243,1,f,30.0,Mining,HR,youjs,my head,f,white,car,4.6,6.9,7.2,3.3,6.7,1.2676249141666667
244,0,f,29.0,IT,HR,rabrecNErab,no,f,white,bus,4.6,7.6,7.2,2.5,4.4,7.8275154
245,0,f,26.0, HoReCa,HR,youjs,my head,f,white,car,3.0,6.9,7.2,4.8,5.2,2.29705681
246,1,f,28.0,Retail,HR,rabrecNErab,my head,m,white,bus,7.8,6.9,4.1,3.3,7.5,4.0958247775
247,1,f,33.0, HoReCa,HR,youjs,my head,m,white,bus,3.8,8.4,8.0,4.0,4.4,7.2169746749999995
248,1,f,33.0, HoReCa,HR,youjs,my head,m,white,bus,4.6,9.1,4.9,3.3,2.9,7.2169746749999995
249,1,f,27.0,Retail,HR,rabrecNErab,no,m,white,foot,7.0,5.5,4.9,6.3,8.3,4.4462696783333335
250,1,f,32.0,State,Teaching,rabrecNErab,no,f,white,bus,7.8,4.8,4.1,3.3,7.5,11.589322383333332
251,1,f,31.0,Banks,HR,empjs,no,f,grey,bus,7.0,6.2,1.0,9.4,7.5,2.3627652291666665
252,0,f,23.0,Retail,HR,youjs,yes,f,white,bus,6.2,4.8,7.2,4.0,6.7,1.9274469541666666
253,1,m,22.0,PowerGeneration,etc,recNErab,no,m,white,bus,6.2,2.6,7.2,5.6,6.7,1.2621492125
254,1,f,24.0,Telecom,HR,referal,no,m,white,bus,1.0,6.9,9.5,4.8,7.5,13.338809033333334
255,1,f,23.0,Retail,Sales,empjs,my head,f,white,bus,7.0,4.8,4.1,5.6,6.7,1.6427104725000001
256,0,f,32.0,Retail,HR,rabrecNErab,no,f,white,bus,3.0,4.1,7.2,7.1,8.3,1.4017796033333332
257,0,m,42.0,manufacture,BusinessDevelopment,youjs,no,m,white,car,1.4,4.1,9.5,7.1,5.2,1.32238193
258,1,m,22.0,PowerGeneration,Marketing,rabrecNErab,no,m,white,bus,5.4,4.1,8.7,4.0,2.1,5.859000684166666
259,1,m,39.0,Banks,BusinessDevelopment,youjs,no,f,white,bus,7.8,4.8,1.8,8.7,8.3,0.23271731691666667
260,1,m,34.0,etc,HR,empjs,no,m,grey,bus,3.8,2.6,8.0,9.4,6.0,1.0841889116666665
261,0,f,30.0,State,HR,youjs,no,m,white,bus,4.6,2.6,7.2,7.1,6.7,7.40862423
262,1,f,28.0,Retail,Marketing,rabrecNErab,no,f,white,car,3.0,8.4,3.3,7.9,8.3,10.25598905
263,0,f,31.0,Retail,BusinessDevelopment,referal,no,m,white,car,4.6,4.8,8.0,4.8,6.7,4.9993155375
264,0,f,31.0,Retail,BusinessDevelopment,referal,no,m,white,car,6.2,6.9,7.2,4.8,5.2,4.9993155375
265,1,f,32.0,etc,HR,youjs,yes,f,white,bus,3.0,8.4,7.2,6.3,7.5,2.2231348391666668
266,0,f,40.0,manufacture,HR,youjs,no,m,white,bus,3.0,6.9,4.9,5.6,6.0,1.5003422316666668
267,1,f,22.0,IT,manage,youjs,yes,f,white,bus,8.6,6.2,2.6,5.6,9.8,1.3826146474999998
268,1,f,41.0,Banks,HR,rabrecNErab,no,m,white,bus,3.8,8.4,2.6,4.8,7.5,0.22997946608333333
269,1,f,24.0,manufacture,HR,rabrecNErab,my head,f,grey,bus,3.0,4.8,7.2,7.9,5.2,1.9739904174999998
270,1,f,24.0,manufacture,HR,rabrecNErab,my head,f,grey,bus,3.0,5.5,5.7,7.1,5.2,1.9739904174999998
271,1,f,26.0,etc,Engineer,empjs,no,m,white,bus,6.2,5.5,3.3,6.3,8.3,1.3689253933333332
272,1,f,36.0,RealEstate,manage,rabrecNErab,no,m,white,bus,5.4,5.5,7.2,4.8,4.4,3.8302532508333336
273,1,m,30.0,Retail,Sales,rabrecNErab,no,m,grey,car,5.4,4.1,4.9,6.3,6.0,1.0020533883333334
274,1,f,30.0,Retail,HR,youjs,yes,f,white,bus,4.6,4.8,5.7,8.7,6.0,6.138261465
275,0,f,31.0,IT,HR,youjs,no,m,white,bus,7.0,3.4,8.0,7.9,6.0,0.22997946608333333
276,1,f,24.0,Pharma,HR,empjs,no,f,white,bus,5.4,4.8,4.9,4.8,5.2,2.2450376458333334
277,1,f,28.0,IT,HR,youjs,no,f,white,bus,6.2,3.4,4.9,7.9,7.5,0.20260095825000002
278,1,f,24.0,etc,PR,referal,no,f,white,foot,7.0,4.1,2.6,7.9,7.5,5.6892539358333325
279,1,f,24.0,etc,PR,referal,no,f,white,foot,7.8,6.2,2.6,5.6,6.7,5.6892539358333325
280,1,f,44.0,etc,HR,youjs,no,m,white,bus,4.6,7.6,5.7,2.5,6.0,0.1368925393333333
281,0,f,24.0,Retail,HR,rabrecNErab,yes,m,white,car,7.0,6.2,1.8,6.3,7.5,6.3463381241666665
282,1,m,39.0,Retail,manage,empjs,no,m,white,car,6.2,3.4,6.4,6.3,7.5,1.0294318958333333
283,0,f,35.0,Telecom,BusinessDevelopment,referal,my head,f,white,bus,8.6,5.5,3.3,4.8,6.7,4.8514715950000005
284,1,f,40.0,Retail,HR,KA,no,m,white,car,6.2,6.2,5.7,4.8,7.5,2.7077344283333336
285,1,f,30.40033257,Retail,Marketing,youjs,yes,f,white,bus,7.8,6.2,4.9,4.0,8.3,0.5229295003333333
286,1,f,26.0,Banks,HR,youjs,no,f,grey,bus,4.6,6.2,5.7,4.0,6.0,0.4188911704166667
287,1,f,26.0,Banks,HR,youjs,no,f,grey,bus,4.6,5.5,6.4,5.6,5.2,0.4188911704166667
288,0,f,31.0,etc,HR,empjs,no,f,white,bus,5.4,5.5,4.9,5.6,6.7,1.8891170433333333
289,0,f,26.0,IT,HR,empjs,yes,f,white,bus,9.4,6.2,2.6,4.0,6.0,2.2806297058333334
290,0,f,26.0,IT,HR,empjs,yes,f,white,bus,6.2,7.6,4.1,3.3,6.7,2.2806297058333334
291,1,f,33.0,Pharma,HR,empjs,no,f,white,car,5.4,3.4,5.7,7.1,5.2,12.5119781
292,0,f,23.0,Consult,HR,empjs,yes,f,white,foot,8.6,5.5,2.6,4.8,7.5,4.435318274999999
293,0,f,32.0,Retail,HR,rabrecNErab,no,f,white,bus,3.8,6.2,8.0,4.0,6.7,0.49281314166666673
294,1,m,28.0,etc,IT,youjs,no,m,white,bus,7.8,6.9,2.6,6.3,7.5,4.4982888433333335
295,0,f,26.0,Retail,etc,youjs,no,m,white,car,10.0,5.5,2.6,6.3,6.7,6.151950718333333
296,1,f,27.0,etc,HR,KA,no,f,white,bus,3.8,1.9,9.5,7.1,2.1,2.2915811091666667
297,0,m,22.0,IT,IT,rabrecNErab,my head,m,white,foot,4.6,2.6,6.4,9.4,6.0,3.7070499658333333
298,1,m,37.0,IT,IT,rabrecNErab,no,m,white,bus,10.0,3.4,3.3,6.3,10.0,4.501026694166667
299,1,m,38.0,Agriculture,HR,empjs,no,f,white,bus,4.6,4.1,4.1,8.7,8.3,0.7145790554166668
300,1,m,44.0,Retail,Sales,youjs,no,m,grey,bus,2.2,5.5,8.7,7.1,6.7,5.357973990833333
301,0,f,27.0,etc,etc,empjs,no,m,white,bus,7.0,6.9,5.7,3.3,6.7,2.2696783025
302,1,f,23.0,Agriculture,Consult,referal,yes,m,white,bus,4.6,6.9,7.2,3.3,2.1,1.9986310749999998
303,1,f,23.0,Agriculture,Consult,referal,yes,m,white,bus,4.6,6.9,7.2,2.5,2.9,1.9986310749999998
304,1,f,23.0,Agriculture,Consult,referal,my head,m,white,bus,4.6,6.9,7.2,3.3,2.1,1.9986310749999998
305,1,f,23.0,Agriculture,Consult,referal,my head,m,white,bus,4.6,6.9,7.2,2.5,2.9,1.9986310749999998
306,1,f,34.0,Building,HR,youjs,my head,f,white,bus,4.6,2.6,5.7,7.9,7.5,3.148528405
307,0,m,23.0,Telecom,Engineer,empjs,no,m,grey,bus,3.8,9.1,8.7,4.8,5.2,1.4839151266666668
308,0,f,25.0,Retail,HR,youjs,no,m,grey,bus,6.2,3.4,6.4,6.3,7.5,7.953456536666667
309,0,f,26.0,Retail,HR,recNErab,no,f,white,bus,4.6,6.2,5.7,6.3,4.4,2.2997946608333333
310,0,f,26.0,Retail,HR,recNErab,no,f,white,bus,3.8,4.1,8.7,7.9,5.2,2.2997946608333333
311,0,f,30.0,Retail,etc,youjs,no,f,grey,bus,6.2,2.6,6.4,5.6,6.0,6.034223135
312,1,m,45.0,Telecom,BusinessDevelopment,friends,my head,m,white,bus,3.0,8.4,7.2,7.1,6.0,0.24914442166666664
313,0,f,31.0,transport,Consult,friends,no,m,white,bus,5.4,6.2,6.4,4.0,3.7,0.9609856266666666
314,0,f,31.0,transport,Consult,friends,no,m,white,bus,3.8,3.4,8.0,6.3,6.0,0.9609856266666666
315,1,f,36.0,manufacture,etc,empjs,my head,f,white,foot,4.6,4.1,4.9,5.6,3.7,1.9603011633333332
316,1,f,36.0,manufacture,etc,empjs,my head,f,white,foot,6.2,4.8,5.7,4.0,2.9,1.9603011633333332
317,0,f,29.0,PowerGeneration,Commercial,youjs,no,m,grey,car,5.4,6.2,4.1,5.6,8.3,3.3374401091666663
318,1,f,30.0,Telecom,HR,youjs,yes,f,white,foot,5.4,4.1,4.9,8.7,7.5,4.503764545
319,1,f,23.0,manufacture,Engineer,youjs,yes,m,white,bus,3.0,6.9,5.7,7.9,5.2,1.7440109516666666
320,1,f,23.0,manufacture,Engineer,youjs,yes,m,white,bus,4.6,6.9,7.2,4.8,5.2,1.7440109516666666
321,1,f,27.0,Retail,HR,rabrecNErab,yes,f,white,bus,6.2,6.9,3.3,4.8,6.7,0.9993155374999999
322,1,m,29.0,Consult,HR,empjs,no,m,white,car,3.0,4.8,4.9,6.3,7.5,3.7481177275
323,1,f,28.0,State,manage,rabrecNErab,no,f,white,bus,7.0,6.9,6.4,2.5,5.2,1.1854893908333333
324,0,m,46.0,Consult,HR,advert,no,f,white,bus,3.0,6.2,8.0,5.6,3.7,4.9117043125
325,1,m,23.0,State,Law,referal,my head,m,white,car,4.6,6.9,7.2,3.3,2.1,5.144421629166667
326,1,m,23.0,State,Law,referal,my head,m,white,car,4.6,6.9,7.2,2.5,2.9,5.144421629166667
327,0,f,26.0,Building,HR,rabrecNErab,no,m,white,foot,3.8,1.9,8.7,6.3,4.4,11.745379875
328,0,f,26.0,Building,HR,rabrecNErab,no,m,white,foot,5.4,2.6,8.0,7.1,5.2,11.745379875
329,1,f,38.0,transport,HR,youjs,no,m,grey,bus,6.2,6.2,8.0,2.5,3.7,0.514715948
330,1,f,38.0,transport,HR,youjs,no,m,grey,bus,4.6,6.2,8.0,4.0,3.7,0.514715948
331,1,m,26.0,Retail,IT,friends,no,m,white,bus,3.8,7.6,7.2,7.9,4.4,7.912388774999999
332,0,f,31.0,Retail,HR,youjs,my head,f,white,bus,4.6,5.5,7.2,3.3,2.9,5.848049281666667
333,0,f,31.0,Retail,HR,youjs,my head,f,white,bus,4.6,5.5,7.2,4.8,3.7,5.848049281666667
334,1,f,36.0,Building,HR,KA,no,f,white,bus,3.8,5.5,6.4,5.6,6.0,4.769336070833334
335,0,f,33.0,PowerGeneration,HR,empjs,my head,f,white,car,7.8,6.2,6.4,7.9,6.0,3.811088295833333
336,0,f,33.0,PowerGeneration,HR,empjs,my head,f,white,car,3.8,3.4,5.7,8.7,7.5,3.811088295833333
337,1,f,28.0,Building,BusinessDevelopment,referal,no,m,white,foot,9.4,3.4,4.9,3.3,6.0,2.4175222450000002
338,1,f,27.0,Retail,HR,referal,yes,f,white,bus,6.2,6.9,3.3,4.8,6.7,0.9993155374999999
339,0,f,26.0,Banks,IT,youjs,my head,m,grey,car,6.2,5.5,4.9,5.6,6.7,2.2806297058333334
340,0,f,28.0,Retail,HR,youjs,no,m,white,bus,5.4,3.4,7.2,6.3,3.7,8.826830941666666
341,1,f,40.0,Retail,HR,youjs,no,m,grey,car,6.2,5.5,4.9,4.8,7.5,0.28747433266666667
342,1,m,23.0,etc,Marketing,friends,my head,m,white,bus,1.4,9.8,6.4,3.3,6.0,0.37782340858333335
343,1,f,22.0,IT,IT,empjs,my head,m,grey,bus,7.0,4.1,5.7,5.6,8.3,2.9815195075
344,0,f,29.0,manufacture,HR,rabrecNErab,my head,m,white,foot,6.2,3.4,4.1,7.9,7.5,3.359342915833333
345,0,f,29.0,manufacture,HR,rabrecNErab,my head,m,white,foot,6.2,3.4,4.1,7.9,7.5,3.359342915833333
346,1,m,23.0,State,etc,rabrecNErab,my head,m,white,bus,6.2,2.6,7.2,6.3,7.5,0.18343600275000002
347,0,f,29.0,manufacture,HR,rabrecNErab,my head,m,white,foot,6.2,3.4,4.1,7.9,7.5,3.3620807666666668
348,0,f,29.0,manufacture,HR,rabrecNErab,my head,m,white,foot,6.2,3.4,4.1,7.9,7.5,3.3648186174999997
349,1,m,26.0,IT,IT,empjs,no,m,white,bus,3.8,4.8,6.4,8.7,6.0,0.9363449691666667
350,0,f,26.0,transport,HR,youjs,yes,f,white,bus,7.8,4.8,6.4,4.8,6.0,7.091033538333334
351,1,m,26.0,Building,Engineer,empjs,my head,m,white,bus,4.6,5.5,5.7,8.7,6.0,0.8186173853333333
352,0,m,19.0,IT,IT,youjs,no,m,white,bus,4.6,6.2,7.2,5.6,6.0,5.349760438333334
353,0,f,33.0,Retail,HR,youjs,no,m,grey,bus,6.2,4.8,6.4,2.5,4.4,1.2046543466666666
354,1,f,24.0,Consult,Consult,rabrecNErab,my head,f,white,bus,6.2,4.8,8.0,4.0,2.9,1.7631759066666666
355,0,f,31.0,Retail,Accounting,youjs,no,f,white,bus,7.0,2.6,7.2,4.8,4.4,2.398357289166667
356,1,f,33.0,Pharma,HR,empjs,no,f,white,car,5.4,3.4,5.7,7.1,5.2,12.930869266666667
357,1,f,22.0,IT,HR,rabrecNErab,no,m,white,bus,7.0,2.6,7.2,6.3,6.0,1.1553730325
358,1,f,25.0,Banks,HR,empjs,my head,m,white,bus,9.4,6.2,3.3,2.5,6.7,1.0841889116666665
359,0,f,28.0,Agriculture,HR,friends,no,m,white,bus,6.2,5.5,3.3,6.3,8.3,0.22997946608333333
360,0,f,32.0,Telecom,HR,youjs,no,f,white,bus,7.0,5.5,3.3,7.1,6.7,0.23545516766666666
361,1,f,22.0,transport,HR,youjs,no,m,white,bus,2.2,8.4,4.9,7.1,6.7,0.334017796
362,1,f,37.0,Consult,Finanñe,empjs,no,m,white,bus,7.0,7.6,2.6,5.6,8.3,0.8624229983333334
363,1,f,27.0,Retail,HR,empjs,no,f,grey,car,7.8,4.8,3.3,5.6,6.7,2.836413415833333
364,1,f,27.0,Retail,HR,empjs,no,f,grey,car,10.0,4.1,1.8,6.3,8.3,2.836413415833333
365,1,f,35.0,Telecom,HR,empjs,my head,f,white,foot,6.2,4.1,6.4,5.6,6.7,0.9965776866666666
366,0,f,27.0,Telecom,Marketing,advert,no,f,white,car,3.8,4.8,4.9,6.3,5.2,13.713894591666666
367,1,m,24.0,Consult,HR,empjs,no,f,white,foot,2.2,4.1,6.4,9.4,6.0,2.746064339166667
368,1,f,25.0,Banks,HR,youjs,my head,f,grey,bus,5.4,3.4,8.0,6.3,2.1,0.4435318275
369,1,f,23.0,Banks,IT,youjs,my head,m,white,bus,5.4,6.2,3.3,4.0,6.0,3.3620807666666668
370,0,f,24.0,IT,HR,empjs,my head,f,white,bus,8.6,6.9,4.9,1.7,4.4,2.8528405200000004
371,1,m,31.0,Retail,IT,youjs,no,m,white,bus,4.6,2.6,6.4,10.0,4.4,8.0
372,1,m,35.0,Retail,Sales,youjs,no,m,white,foot,5.4,6.2,4.9,4.0,2.9,0.5859000684166668
373,1,f,21.0,State,PR,empjs,no,f,white,bus,3.0,5.5,7.2,5.6,2.1,2.2450376458333334
374,0,f,19.0,Retail,HR,rabrecNErab,yes,f,white,bus,7.0,6.2,5.7,2.5,5.2,9.629021216666665
375,1,f,21.0,Consult,HR,empjs,yes,f,white,bus,7.0,9.1,1.8,4.8,6.0,2.381930185
376,1,f,24.0,Building,etc,friends,no,m,grey,bus,5.4,4.1,2.6,7.9,6.0,2.193018480833333
377,0,f,35.0,Pharma,HR,KA,my head,f,white,bus,5.4,4.8,5.7,4.0,3.7,2.439425051666667
378,1,m,25.0,Retail,Sales,youjs,my head,m,white,car,7.0,5.5,4.1,6.3,8.3,4.8186173850000005
379,1,m,19.0,manufacture,Accounting,friends,no,f,white,car,6.2,3.4,5.7,7.1,6.7,11.159479808333332
380,1,m,19.0,manufacture,Accounting,friends,no,f,white,car,4.6,6.9,5.7,7.1,5.2,11.159479808333332
381,0,f,30.40033257,Banks,HR,friends,my head,f,white,bus,6.2,6.2,4.1,2.5,5.2,3.3100616016666664
382,0,f,35.0,manufacture,HR,youjs,no,m,white,bus,7.8,1.9,3.3,4.0,6.7,3.1676933608333333
383,0,f,43.0,State,Law,rabrecNErab,no,m,white,car,4.6,5.5,6.4,4.0,5.2,2.2833675566666667
384,1,f,22.0,Consult,HR,empjs,yes,m,white,bus,6.2,4.8,3.3,7.1,9.0,2.1190965091666665
385,1,f,48.0,Building,HR,rabrecNErab,no,m,white,bus,6.2,6.2,6.4,3.3,6.7,2.7104722791666664
386,0,f,29.0,IT,IT,empjs,yes,m,white,car,9.4,6.2,4.1,4.8,7.5,1.9411362083333332
387,0,f,29.0,IT,IT,empjs,yes,m,white,car,7.0,6.2,5.7,4.8,5.2,1.9411362083333332
388,0,f,33.0,PowerGeneration,HR,empjs,my head,f,white,car,7.8,6.2,6.4,7.9,6.0,4.106776180833333
389,0,f,33.0,PowerGeneration,HR,empjs,my head,f,white,car,3.8,3.4,5.7,8.7,7.5,4.106776180833333
390,1,f,44.0,Retail,HR,rabrecNErab,no,m,grey,bus,3.0,6.9,4.1,7.9,5.2,1.5085557833333334
391,1,f,24.0,IT,HR,empjs,my head,m,white,foot,7.0,5.5,4.9,4.8,2.9,0.6817248459999999
392,1,f,42.0,Consult,HR,friends,no,m,white,bus,3.0,6.9,6.4,5.6,6.0,3.5400410675000002
393,1,f,42.0,Consult,HR,friends,no,m,white,bus,7.0,6.2,5.7,4.8,4.4,3.5400410675000002
394,1,f,22.0,State,Teaching,recNErab,my head,f,grey,bus,3.0,4.8,5.7,4.8,3.7,10.817248458333333
395,1,m,41.0,IT,IT,rabrecNErab,no,m,white,bus,3.8,4.1,5.7,5.6,4.4,0.6680355920833333
396,1,f,26.0,State,HR,referal,no,m,white,car,5.4,6.2,7.2,4.8,6.7,0.758384668
397,1,m,31.0,Building,Engineer,youjs,no,m,white,bus,5.4,4.1,8.7,6.3,4.4,2.1793292266666664
398,1,f,38.0,Building,HR,youjs,no,m,white,bus,7.0,4.1,4.9,5.6,6.7,5.541409993333333
399,0,m,38.0,Agriculture,HR,youjs,no,f,white,car,7.8,2.6,4.1,7.9,6.7,0.83504449
400,1,f,26.0,Consult,HR,youjs,no,f,grey,bus,7.0,6.2,4.1,4.8,8.3,0.5448323066666666
401,0,f,29.0,Retail,HR,empjs,my head,f,grey,bus,4.6,5.5,1.8,7.1,6.7,0.041067761833333334
402,0,f,29.0,Retail,HR,empjs,my head,f,grey,bus,4.6,1.0,5.7,8.7,2.9,0.041067761833333334
403,0,f,29.0,Retail,HR,empjs,my head,f,grey,bus,5.4,4.8,8.0,9.4,2.9,0.041067761833333334
404,1,f,38.0,Building,HR,KA,no,m,white,car,5.4,5.5,4.9,4.8,4.4,0.2381930185
405,1,f,38.0,Building,HR,KA,no,m,white,car,6.2,6.2,4.9,3.3,2.9,0.2381930185
406,0,m,35.0,IT,IT,friends,no,m,white,bus,7.0,5.5,2.6,5.6,9.0,4.038329910833333
407,0,f,39.0,etc,manage,KA,no,f,white,bus,3.8,7.6,4.9,7.1,9.0,1.2621492125
408,1,m,19.0,manufacture,Accounting,rabrecNErab,no,f,white,car,6.2,3.4,5.7,7.1,6.7,11.156741958333333
409,1,m,19.0,manufacture,Accounting,rabrecNErab,no,f,white,car,4.6,6.9,5.7,7.1,5.2,11.156741958333333
410,0,f,26.0,IT,HR,empjs,my head,f,white,bus,9.4,6.2,2.6,4.0,6.0,2.7405886383333335
411,0,f,26.0,IT,HR,empjs,my head,f,white,bus,6.2,7.6,4.1,3.3,6.7,2.7405886383333335
412,1,m,32.0,Mining,Law,friends,no,f,white,bus,3.0,4.8,4.1,7.1,7.5,5.2621492125
413,1,f,26.0,State,HR,empjs,yes,m,white,car,5.4,6.2,7.2,4.8,6.7,0.7474332649166667
414,0,m,33.0,Retail,HR,empjs,no,f,white,car,4.6,6.2,8.0,7.1,5.2,3.049965776666667
415,0,m,33.0,Retail,HR,empjs,no,f,white,car,5.4,7.6,5.7,7.1,6.0,3.049965776666667
416,0,f,39.0,transport,HR,empjs,no,f,white,bus,4.6,4.1,4.9,5.6,3.7,0.9801505816666666
417,0,f,39.0,transport,HR,empjs,no,f,white,bus,6.2,4.8,5.7,4.0,2.9,0.9801505816666666
418,0,f,23.0,Retail,HR,empjs,no,m,white,bus,7.0,4.1,8.0,4.8,4.4,2.4010951400000002
419,0,f,24.0,manufacture,HR,youjs,no,f,white,bus,3.8,7.6,8.0,4.8,2.9,1.546885695
420,0,f,26.0,Banks,Sales,advert,no,f,white,foot,5.4,7.6,4.1,4.8,7.5,0.15058179333333332
421,0,f,26.0,Banks,Sales,advert,no,f,white,foot,5.4,7.6,4.1,5.6,9.0,0.15058179333333332
422,0,f,34.0,Banks,HR,youjs,no,f,white,bus,1.4,6.9,8.0,4.0,5.2,1.4236824091666669
423,0,f,26.0,Banks,Sales,advert,no,f,white,foot,5.4,7.6,4.1,4.8,7.5,0.16153319641666666
424,0,f,26.0,Banks,Sales,advert,no,f,white,foot,5.4,7.6,4.1,5.6,9.0,0.16153319641666666
425,0,m,32.0,State,etc,youjs,no,f,white,car,3.8,3.4,7.2,10.0,5.2,4.224503764166667
426,0,f,29.0,Retail,HR,empjs,my head,f,white,bus,6.2,6.9,8.7,3.3,2.9,3.4715947983333333
427,0,f,21.0,Retail,HR,empjs,no,f,grey,bus,2.2,4.8,8.7,7.9,5.2,8.632443533333333
428,0,f,21.0,Retail,HR,empjs,no,f,grey,bus,3.8,3.4,8.7,7.1,3.7,8.632443533333333
429,0,f,26.0,Banks,Sales,advert,no,f,white,foot,5.4,7.6,4.1,4.8,7.5,0.1779603011666667
430,0,f,26.0,Banks,Sales,advert,no,f,white,foot,5.4,7.6,4.1,5.6,9.0,0.1779603011666667
431,0,f,26.0,Banks,Sales,advert,no,f,white,foot,5.4,7.6,4.1,4.8,7.5,0.1806981519166667
432,0,f,26.0,Banks,Sales,advert,no,f,white,foot,5.4,7.6,4.1,5.6,9.0,0.1806981519166667
433,1,m,42.0,etc,Marketing,empjs,no,f,grey,bus,2.2,6.9,3.3,6.3,3.7,1.0951403149999999
434,0,f,35.0,Telecom,HR,empjs,no,f,grey,bus,7.0,3.4,3.3,6.3,7.5,0.20260095825000002
435,1,m,42.0,Consult,Consult,youjs,my head,m,white,bus,5.4,8.4,6.4,5.6,5.2,4.1122518825
436,0,m,28.0,IT,HR,youjs,no,m,white,bus,2.2,5.5,7.2,4.8,3.7,6.592744695
437,0,f,27.0,PowerGeneration,HR,youjs,no,m,white,foot,3.0,2.6,6.4,7.1,7.5,2.9869952091666665
438,0,f,27.0,PowerGeneration,HR,youjs,no,m,white,foot,3.0,5.5,4.1,7.1,8.3,2.9869952091666665
439,1,m,33.0,Building,Sales,KA,no,m,grey,car,7.8,3.4,7.2,4.0,5.2,1.0677618066666665
440,0,f,26.0,Banks,Sales,advert,no,f,white,foot,5.4,7.6,4.1,4.8,7.5,0.1861738535
441,0,f,26.0,Banks,Sales,advert,no,f,white,foot,5.4,7.6,4.1,5.6,9.0,0.1861738535
442,0,f,31.0,transport,manage,friends,my head,m,white,bus,5.4,6.2,6.4,4.0,3.7,1.4264202600000002
443,0,f,31.0,transport,manage,friends,my head,m,white,bus,3.8,3.4,8.0,6.3,6.0,1.4264202600000002
444,1,f,32.0,manufacture,HR,recNErab,my head,f,white,car,4.6,6.9,4.9,5.6,6.0,1.9958932241666665
445,0,f,25.0,Retail,HR,youjs,no,m,white,car,7.8,4.8,5.7,4.8,5.2,0.9883641341666666
446,0,f,33.0,manufacture,HR,KA,no,m,white,bus,5.4,9.1,4.1,2.5,6.0,0.4873374400833334
447,1,f,28.0,transport,HR,empjs,no,m,white,bus,3.8,4.8,9.5,4.8,2.1,2.001368925
448,1,m,26.0,etc,Engineer,friends,no,m,white,bus,7.8,6.9,4.1,6.3,7.5,3.6659822041666668
449,1,f,40.0,Building,HR,rabrecNErab,my head,m,white,car,2.2,8.4,6.4,4.8,6.7,1.7248459958333333
450,0,f,26.0,IT,HR,friends,my head,m,white,bus,4.6,6.9,8.0,4.0,4.4,2.491444216666667
451,0,m,21.0,Retail,Sales,rabrecNErab,yes,m,white,bus,7.8,4.1,2.6,5.6,8.3,2.5954825458333333
452,0,f,27.0,Retail,HR,youjs,my head,m,white,bus,7.0,4.8,6.4,4.8,7.5,0.11225188224999999
453,1,f,29.0,Mining,HR,rabrecNErab,no,m,white,bus,4.6,5.5,5.7,4.8,7.5,1.9986310749999998
454,0,f,25.0,Retail,Marketing,youjs,yes,f,white,bus,8.6,5.5,3.3,5.6,9.8,2.7049965774999998
455,1,m,44.0,Retail,Commercial,youjs,no,m,white,bus,3.0,2.6,10.0,9.4,4.4,5.357973990833333
456,1,m,31.0,RealEstate,Marketing,youjs,my head,f,grey,car,7.8,4.1,4.1,7.9,7.5,1.7796030116666666
457,1,f,36.0,Telecom,HR,youjs,no,f,white,car,7.0,4.1,6.4,5.6,8.3,0.9746748799999999
458,1,f,30.0,State,HR,friends,yes,f,white,foot,5.4,4.1,4.9,8.7,7.5,4.5065023958333335
459,0,f,31.0,State,HR,rabrecNErab,no,f,white,bus,1.4,7.6,7.2,4.0,2.9,3.5071868583333328
460,0,f,22.0,Consult,HR,youjs,my head,f,white,bus,6.2,5.5,2.6,5.6,8.3,2.2833675566666667
461,1,f,54.0,Pharma,HR,rabrecNErab,no,m,white,car,4.6,8.4,5.7,4.0,4.4,0.09308692675
462,1,f,54.0,Pharma,HR,rabrecNErab,no,m,white,car,4.6,8.4,5.7,4.0,4.4,0.09308692675
463,1,f,36.0,manufacture,HR,youjs,my head,f,white,bus,6.2,4.8,5.7,8.7,7.5,3.531827515
